DOKLAD_DATUM;DOKLAD_AGENDA;DOKLAD_CISLO;PRIJEM_VYDAJ;AKCE;PARAGRAF;POLOZKA;SUBJEKT_IC;SUBJEKT_NAZEV;POZNAMKA;CASTKA
28.2.2017;ROZ;232005;V;177;3319;5222;;;;116000
28.2.2017;ROZ;232005;V;177;3319;5493;;;;10000
28.2.2017;ROZ;232005;V;177;3399;5222;;;;70000
28.2.2017;ROZ;232005;V;177;3419;5213;;;;200000
28.2.2017;ROZ;232005;V;177;3419;5222;;;;2053000
28.2.2017;ROZ;232005;V;177;3421;5222;;;;287000
28.2.2017;ROZ;232005;V;177;3429;5221;;;;7000
28.2.2017;ROZ;232005;V;177;3429;5222;;;;218000
28.2.2017;ROZ;232005;V;177;3429;5223;;;;25000
28.2.2017;ROZ;232005;V;177;3429;5493;;;;50000
28.2.2017;ROZ;232005;V;177;3541;5221;;;;19000
28.2.2017;ROZ;232005;V;177;3543;5222;;;;62000
28.2.2017;ROZ;232005;V;177;4359;5221;;;;145000
28.2.2017;ROZ;232005;V;177;4371;5221;;;;67000
28.2.2017;ROZ;232005;V;177;4374;5221;;;;13000
28.2.2017;ROZ;232005;V;177;4379;5221;;;;54000
28.2.2017;ROZ;232005;V;177;6399;5229;;;;-3458000
28.2.2017;ROZ;232006;V;124;6171;5167;;;;0
28.2.2017;ROZ;232006;V;124;6171;5173;;;;0
28.2.2017;ROZ;232006;V;160;3299;5139;;;;0
28.2.2017;ROZ;232007;V;177;4359;5223;;;;40000
28.2.2017;ROZ;232007;V;177;6399;5229;;;;-40000
28.2.2017;ROZ;232008;V;100;2310;5169;;;;37000
28.2.2017;ROZ;232008;V;100;2310;5329;;;;-37000
28.2.2017;UCT;;V;124;6171;5011;;;;-11766.5
28.2.2017;UCT;;V;124;6171;5031;;;;-2941.63
28.2.2017;UCT;;V;124;6171;5032;;;;-1058.98
28.2.2017;UCT;;V;124;6171;5162;;;;-7
28.2.2017;UCT;;V;160;3299;5011;;;;11766.5
28.2.2017;UCT;;V;160;3299;5021;;;;0
28.2.2017;UCT;;V;160;3299;5031;;;;2941.63
28.2.2017;UCT;;V;160;3299;5032;;;;1058.98
28.2.2017;UCT;;V;200;6310;5163;;;;336.4
28.2.2017;UCT;;V;208;6171;5162;;;;7
28.2.2017;UCT;;P;0;6171;2328;;;;27960
28.2.2017;UCT;;P;0;6171;2329;;;;3403
28.2.2017;UCT;;P;123;5311;2212;;;;-100
28.2.2017;UCT;;P;124;6171;2212;;;;100
28.2.2017;UCT;;P;131;6310;2141;;;;1.18
28.2.2017;UCT;;P;132;0;2420;;;;-23262.49
28.2.2017;UCT;;P;132;0;2460;;;;-25939.51
28.2.2017;UCT;;P;132;3611;2141;;;;49202
28.2.2017;UCT;;P;132;6310;2141;;;;41.67
28.2.2017;UCT;;P;134;3612;2132;;;;103827
28.2.2017;UCT;;P;134;3613;2132;;;;9352
28.2.2017;UCT;;P;135;2219;2111;;;;0
28.2.2017;UCT;;P;154;6310;2141;;;;8.33
28.2.2017;UCT;;P;200;6310;2141;;;;228.74
1.3.2017;DDP;;P;0;0;1341;;;;400
1.3.2017;DDP;;P;124;6171;2324;;;;5.71
1.3.2017;DDP;;P;141;0;1340;;;;14.17
1.3.2017;KDF;;V;114;6171;5167;26187639;Vzděl.centrum pro veř.spr;Školení - Tomancová, Klapačová, Skalníková - Práce s romskou rodinou a její specifika;1690
1.3.2017;KDF;;V;122;5512;5139;71820159;Machek Josef;SDH - CA 182660060 Castrol Garden;1332
1.3.2017;KDF;;V;124;6171;5139;25414046;EUROSEAL a.s.;19 - ES 412/L oranžová, plomby;529
1.3.2017;KDF;;V;124;6171;5167;26187639;Vzděl.centrum pro veř.spr;Školení - Tomancová, Klapačová, Skalníková - Práce s romskou rodinou a její specifika;3380
1.3.2017;KDF;;V;141;3722;5169;25509187;TS služby s.r.o.;39 - svoz a zpracování odpadu od občanů na recykl. dvoře;83864
1.3.2017;KDF;;V;360;6409;5192;70284725;Základní škola Nové Město na M;41 - městské karty - sleva školného ŠD za 1/2017;144
1.3.2017;KOF;;V;124;6171;5162;;;;7
1.3.2017;KOF;;V;208;6171;5162;;;;9010
1.3.2017;KOF;;V;208;6171;5169;;;;2320
1.3.2017;KOF;;P;0;0;4121;;;;799
1.3.2017;KOF;;P;141;3727;2111;;;;4239
1.3.2017;POK;;V;0;6171;5182;;;;-4262
1.3.2017;POK;;V;119;3319;5194;;;;300
1.3.2017;POK;;V;122;5512;5139;;;;856
1.3.2017;POK;;V;122;5512;5169;;;;200
1.3.2017;POK;;V;123;5311;5173;;;;152
1.3.2017;POK;;V;124;6171;5139;;;;1390
1.3.2017;POK;;V;124;6171;5173;;;;374
1.3.2017;POK;;V;160;3299;5175;;;;990
1.3.2017;POK;;P;0;0;1341;;;;5400
1.3.2017;POK;;P;0;0;1353;;;;2500
1.3.2017;POK;;P;0;6171;2328;;;;-50215
1.3.2017;POK;;P;0;6171;2329;;;;-141971
1.3.2017;POK;;P;10;0;1361;;;;3250
1.3.2017;POK;;P;11;0;1361;;;;1600
1.3.2017;POK;;P;12;0;1361;;;;1500
1.3.2017;POK;;P;15;0;1361;;;;4000
1.3.2017;POK;;P;16;0;1361;;;;250
1.3.2017;POK;;P;17;0;1361;;;;10800
1.3.2017;POK;;P;18;0;1361;;;;250
1.3.2017;POK;;P;21;0;1361;;;;33535
1.3.2017;POK;;P;24;0;1361;;;;600
1.3.2017;POK;;P;32;0;1361;;;;200
1.3.2017;POK;;P;124;6171;2212;;;;800
1.3.2017;POK;;P;124;6171;2324;;;;85
1.3.2017;POK;;P;126;3612;2111;;;;2232
1.3.2017;POK;;P;126;3612;2132;;;;42034
1.3.2017;POK;;P;135;2219;2111;;;;4170
1.3.2017;POK;;P;135;6171;2111;;;;900
1.3.2017;POK;;P;137;3632;2111;;;;1500
1.3.2017;POK;;P;141;0;1340;;;;66640
1.3.2017;POK;;P;246;6171;2328;;;;7740
1.3.2017;POK;;P;298;3639;2131;;;;100
1.3.2017;POK;;P;360;6171;2119;;;;2100
1.3.2017;POU;;V;177;3543;5222;839345;Diakonie ČCE - středisko v Mys;16 - příspěvky 2017 - dotace za účelem podpory projektu Město přátelské demenci, RM 5.12.2016;-17000
1.3.2017;POU;;V;200;6399;5362;72080043;Finanční úřad pro Kraj Vy;Vlastní daňová povinnost 01/2017;54324
1.3.2017;UCT;;V;0;6409;5909;;;;-2811.47
1.3.2017;UCT;;V;124;6171;5011;;;;2486.6
1.3.2017;UCT;;V;124;6171;5031;;;;621.66
1.3.2017;UCT;;V;124;6171;5032;;;;223.79
1.3.2017;UCT;;V;124;6171;5122;;;;500
1.3.2017;UCT;;V;124;6171;5137;;;;-500
1.3.2017;UCT;;V;124;6171;5164;;;;127504.42
1.3.2017;UCT;;V;124;6171;5169;;;;-133104.42
1.3.2017;UCT;;V;131;6310;5163;;;;13
1.3.2017;UCT;;V;131;6409;5909;;;;5600
1.3.2017;UCT;;V;136;3631;5169;;;;2420
1.3.2017;UCT;;V;136;3631;5171;;;;-2420
1.3.2017;UCT;;V;160;3299;5011;;;;-2486.6
1.3.2017;UCT;;V;160;3299;5021;;;;2.84217E-12
1.3.2017;UCT;;V;160;3299;5031;;;;-621.66
1.3.2017;UCT;;V;160;3299;5032;;;;-223.79
1.3.2017;UCT;;V;160;3299;5139;;;;0
1.3.2017;UCT;;V;160;3299;5175;;;;0
1.3.2017;UCT;;V;200;6310;5163;;;;512
1.3.2017;UCT;;V;200;6409;5179;;;;12144
1.3.2017;UCT;;V;200;6409;5229;;;;-12144
1.3.2017;UCT;;V;208;6171;5168;;;;467.47
1.3.2017;UCT;;V;208;6171;5169;;;;0
1.3.2017;UCT;;P;0;0;1359;;;;10000
1.3.2017;UCT;;P;0;6171;2328;;;;3888
1.3.2017;UCT;;P;0;6171;2329;;;;-360
1.3.2017;UCT;;P;21;0;1361;;;;-10000
1.3.2017;UCT;;P;124;6171;2324;;;;-3600
1.3.2017;UCT;;P;135;2219;2111;;;;28220
1.3.2017;UCT;;P;135;6171;2111;;;;-420
1.3.2017;UCT;;P;137;3632;2111;;;;-11778
1.3.2017;UCT;;P;177;3429;2229;;;;602
1.3.2017;UCT;;P;246;6171;2328;;;;360
1.3.2017;UCT;;P;360;6171;2119;;;;60
2.3.2017;DDP;;P;126;3612;2132;;;;488
2.3.2017;KDF;;V;123;5311;5167;44992785;Statutární město Brno;MP - školení strážníků 6. - 10.2.2017;970
2.3.2017;KOF;;V;124;6171;5169;;;;20455
2.3.2017;KOF;;V;208;6171;5162;;;;26243
2.3.2017;KOF;;V;208;6171;5169;;;;1160
2.3.2017;KOF;;V;299;3613;5152;;;;9755
2.3.2017;KOF;;P;0;0;4121;;;;66000
2.3.2017;KOF;;P;124;3613;3113;;;;4840
2.3.2017;KOF;;P;124;6171;2119;;;;36300
2.3.2017;KOF;;P;136;2144;2111;;;;2420
2.3.2017;KOF;;P;208;6171;2111;;;;17976
2.3.2017;KOF;;P;246;6171;2324;;;;6984
2.3.2017;KOF;;P;299;3613;2324;;;;2516
2.3.2017;KOF;;P;9124;6171;2133;;;;484
2.3.2017;POK;;V;0;6171;5182;;;;-2686
2.3.2017;POK;;V;122;5512;5139;;;;814
2.3.2017;POK;;V;122;5512;5156;;;;1189
2.3.2017;POK;;V;124;6171;5173;;;;266
2.3.2017;POK;;V;124;6171;5175;;;;417
2.3.2017;POK;;P;0;0;1341;;;;1200
2.3.2017;POK;;P;0;0;1361;;;;15
2.3.2017;POK;;P;0;6171;2328;;;;-11520
2.3.2017;POK;;P;0;6171;2329;;;;-50550
2.3.2017;POK;;P;10;0;1361;;;;5000
2.3.2017;POK;;P;12;0;1361;;;;100
2.3.2017;POK;;P;17;0;1361;;;;2500
2.3.2017;POK;;P;21;0;1361;;;;4620
2.3.2017;POK;;P;24;0;1361;;;;60
2.3.2017;POK;;P;32;0;1361;;;;100
2.3.2017;POK;;P;123;6171;2212;;;;5000
2.3.2017;POK;;P;124;6171;2212;;;;300
2.3.2017;POK;;P;137;3632;2111;;;;4840
2.3.2017;POK;;P;141;0;1340;;;;30150
2.3.2017;POK;;P;144;1032;2111;;;;4585
2.3.2017;POK;;P;246;6171;2328;;;;2880
2.3.2017;POK;;P;360;6171;2119;;;;720
2.3.2017;POU;;P;0;6409;2328;25335057;Novoměstská teplárenská a;39 - vratka poplatku za zvláštní užívání veř. zeleně (bylo zaplaceno 2x);16640
2.3.2017;UCT;;V;132;6310;5163;;;;140
2.3.2017;UCT;;V;200;6310;5163;;;;5207.91
2.3.2017;UCT;;P;0;0;1361;;;;-15
2.3.2017;UCT;;P;0;6171;2328;;;;23175
2.3.2017;UCT;;P;0;6171;2329;;;;177000
2.3.2017;UCT;;P;10;0;1361;;;;12500
2.3.2017;UCT;;P;21;0;1361;;;;15
2.3.2017;UCT;;P;122;5512;2324;;;;11200
3.3.2017;DDP;;P;0;0;1341;;;;520
3.3.2017;DDP;;P;126;3612;2111;;;;150362
3.3.2017;DDP;;P;126;3612;2132;;;;195974
3.3.2017;KDF;;V;124;6112;5176;70837457;Český zavináč z.s.;Školení - Marek - Den malých obcí;790
3.3.2017;KDF;;V;124;6171;5151;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - vyúčtování přeplatku vodného a stočného;-4529
3.3.2017;KDF;;V;124;6171;5154;26078201;E.ON Energie, a.s.;19 - vrácená záloha na el. en. I.Q/2017 - Vratislavovo nám. 97;500
3.3.2017;KDF;;V;126;3612;5139;25509187;TS služby s.r.o.;Byty - nákup rohože;664
3.3.2017;KDF;;V;126;3612;5169;25509187;TS služby s.r.o.;Byty - práce v bytech a bytových domech města;19512
3.3.2017;KDF;;V;126;3612;5171;25509187;TS služby s.r.o.;Byty - opravy v bytě - Drobného 301;915.4
3.3.2017;KDF;;V;126;3612;5171;25509187;TS služby s.r.o.;Byty - opravy v bytě Křenkova 732/1;3735.2
3.3.2017;KDF;;V;126;3612;5171;25509187;TS služby s.r.o.;Byty - opravy v bytech a byt. domech města - Dukelská, Křičkova, Rokytno;2806
3.3.2017;KDF;;V;126;3612;5171;25509187;TS služby s.r.o.;Byty - opravy v bytech a bytovém domě Drobného 301;4737
3.3.2017;KDF;;V;126;3612;5171;25509187;TS služby s.r.o.;Byty - opravy v bytech a bytovém domě Křenkova 732;42467.2
3.3.2017;KDF;;V;126;3612;5171;25509187;TS služby s.r.o.;Byty - opravy v bytech a bytových domech - Tyršova 730;2915.25
3.3.2017;KDF;;V;126;3612;5171;25509187;TS služby s.r.o.;Byty - opravy v bytových domech č.p. 730, 732;563.5
3.3.2017;KDF;;V;147;3639;5151;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - vyúčtování přeplatku vodného a stočného;-16116
3.3.2017;KDF;;V;200;6399;5362;25509187;TS služby s.r.o.;Byty - opravy v bytě - Drobného 301;-119.4
3.3.2017;KDF;;V;200;6399;5362;25509187;TS služby s.r.o.;Byty - opravy v bytě Křenkova 732/1;-487.2
3.3.2017;KDF;;V;200;6399;5362;25509187;TS služby s.r.o.;Byty - opravy v bytech a byt. domech města - Dukelská, Křičkova, Rokytno;-445.5
3.3.2017;KDF;;V;200;6399;5362;25509187;TS služby s.r.o.;Byty - opravy v bytech a bytovém domě Křenkova 732;-5539.2
3.3.2017;KDF;;V;200;6399;5362;25509187;TS služby s.r.o.;Byty - opravy v bytech a bytových domech - Tyršova 730;-380.25
3.3.2017;KDF;;V;200;6399;5362;25509187;TS služby s.r.o.;Byty - opravy v bytových domech č.p. 730, 732;-73.5
3.3.2017;KDF;;V;200;6399;5362;25509187;TS služby s.r.o.;Byty - opravy v nebytových prostorách města - Drobného, Vratisl. nám.;-2189.46
3.3.2017;KDF;;V;208;6171;5042;47676795;AutoCont CZ a.s.;Výp.technika - paušální služba 1-12/2017;30250
3.3.2017;KDF;;V;208;6171;5137;47676795;AutoCont CZ a.s.;Výp.technika - ThinkPad OnelLink Pro Dock;5875
3.3.2017;KDF;;V;208;6171;5139;47903783;GORDIC spol. s r.o.;Výp.technika - PID bílý;4477
3.3.2017;KDF;;V;208;6171;5168;25417657;INISOFT s.r.o.;Výp.technika - servisní odborná podpora v období 5.2.2017 - 4.2.2018;21610
3.3.2017;KDF;;V;208;6171;5168;26043319;INTERNET CZ, a.s.;Výp.technika - registrace domény nmnm.shop;241
3.3.2017;KDF;;V;208;6171;5168;26177943;Whitesoft s.r.o.;Výp.technika - Lotus - instalace - administrace serveru;756.25
3.3.2017;KDF;;V;208;6171;5168;47451084;T-MAPY spol. s r.o.;Výp.technika - technická podpora k aplikacím T-WIST a GISel za 1. čtvrtletí 2017;32179.95
3.3.2017;KDF;;V;208;6171;5171;25518402;Kadlec-elektronika,s.r.o.;Výp.technika - servis vyvolávacího systému;7469.57
3.3.2017;KDF;;V;219;3612;5171;25509187;TS služby s.r.o.;Byty - opravy v bytech a byt. domech města - Dukelská, Křičkova, Rokytno;609.5
3.3.2017;KDF;;V;299;3613;5151;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - vyúčtování přeplatku vodného a stočného;-2516.4
3.3.2017;KDF;;V;299;3613;5154;26078201;E.ON Energie, a.s.;Byty - vrácená záloha na I.Q/2017 - Vratislavovo nám. 12;1500
3.3.2017;KDF;;V;299;3613;5169;25509187;TS služby s.r.o.;Byty - úklid v nebyt. prostorách č.p. 323;7962
3.3.2017;KDF;;V;299;3613;5171;25509187;TS služby s.r.o.;Byty - opravy v nebytových prostorách města - Drobného, Vratisl. nám.;12615.46
3.3.2017;KDF;;P;122;3613;2324;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - přeplatek vodné a stočné - Školní 488;36089
3.3.2017;KDF;;P;123;5311;2324;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - přeplatek vodné a stočné - Školní 488;1862
3.3.2017;KDF;;P;126;3612;2324;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - přeplatek vodné a stočné - Školní 488;1835
3.3.2017;KDF;;P;126;3612;2324;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - vyúčtování přeplatku vodného a stočného;152747
3.3.2017;KDF;;P;126;3612;2324;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;"Byty - vyúčtování vodného a stočného (8.12.-31.12.2015;1.1.-25.11.2016) - Masarykova 200";12066
3.3.2017;KDF;;P;299;3613;2324;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - přeplatek vodné a stočné - Školní 488;4913
3.3.2017;KDF;;P;299;3613;2324;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - vyúčtování přeplatku vodného a stočného;124332.4
3.3.2017;KOF;;V;200;6320;5163;;;;3453
3.3.2017;KOF;;V;208;6171;5162;;;;10816
3.3.2017;KOF;;V;208;6171;5169;;;;4640
3.3.2017;KOF;;P;0;0;4121;;;;40087
3.3.2017;KOF;;P;124;6171;3113;;;;271936
3.3.2017;KOF;;P;144;1032;2111;;;;639
3.3.2017;KOF;;P;145;2119;2111;;;;791210
3.3.2017;KOF;;P;208;6171;2111;;;;1160
3.3.2017;POK;;V;0;6171;5182;;;;-3725
3.3.2017;POK;;V;122;5512;5169;;;;552
3.3.2017;POK;;V;123;5311;5173;;;;532
3.3.2017;POK;;V;124;6171;5173;;;;458
3.3.2017;POK;;V;124;6171;5175;;;;137
3.3.2017;POK;;V;160;3299;5175;;;;352
3.3.2017;POK;;V;386;3299;5139;;;;1694
3.3.2017;POK;;P;0;0;1341;;;;783
3.3.2017;POK;;P;0;6171;2328;;;;-1940
3.3.2017;POK;;P;0;6171;2329;;;;-33261
3.3.2017;POK;;P;12;0;1361;;;;200
3.3.2017;POK;;P;16;0;1361;;;;100
3.3.2017;POK;;P;21;0;1361;;;;4265
3.3.2017;POK;;P;24;0;1361;;;;30
3.3.2017;POK;;P;40;0;1361;;;;50
3.3.2017;POK;;P;124;6171;2212;;;;100
3.3.2017;POK;;P;126;3612;2111;;;;1551
3.3.2017;POK;;P;126;3612;2132;;;;1872
3.3.2017;POK;;P;135;0;1343;;;;400
3.3.2017;POK;;P;141;0;1340;;;;24170
3.3.2017;POK;;P;246;6171;2328;;;;1440
3.3.2017;POK;;P;360;6171;2119;;;;240
3.3.2017;UCT;;V;160;3299;5175;;;;-7.10543E-15
3.3.2017;UCT;;P;0;0;1341;;;;200
3.3.2017;UCT;;P;0;6171;2328;;;;11520
3.3.2017;UCT;;P;126;3612;2324;;;;10
3.3.2017;UCT;;P;132;0;2420;;;;4159.77
3.3.2017;UCT;;P;137;3632;2111;;;;900
3.3.2017;UCT;;P;141;0;1340;;;;-200
6.3.2017;DDP;;P;0;0;1341;;;;400
6.3.2017;DDP;;P;123;5311;2212;;;;200
6.3.2017;DDP;;P;124;5311;2212;;;;2000
6.3.2017;DDP;;P;124;6171;2324;;;;1000
6.3.2017;DDP;;P;126;3612;2132;;;;912
6.3.2017;DDP;;P;299;3613;2111;;;;4100
6.3.2017;DDP;;P;299;3613;2132;;;;23315
6.3.2017;KDF;;V;122;3613;5153;26078201;E.ON Energie, a.s.;Byty - vyúčtování za zemní plyn 27.8.-31.12.2016;-622.5
6.3.2017;KDF;;V;124;6171;5153;26078201;E.ON Energie, a.s.;Byty - vyúčtování za zemní plyn 27.8.-31.12.2016;-15080.5
6.3.2017;KDF;;V;124;6171;5169;26930498;Realitní kancelář PAMEX,;Byty - kontrola a obsluha plynové kotelny v objektu polikliniky, Vratislavovo nám. 12 a 449 za 1/2017;461
6.3.2017;KDF;;V;124;6171;5171;25111680;ELEKTROČAS s.r.o.;19 - oprava věžních hodin - 2/2017;6534
6.3.2017;KDF;;V;126;3612;5153;26078201;E.ON Energie, a.s.;Byty - vyúčtování za zemní plyn 27.8.-31.12.2016;-1438
6.3.2017;KDF;;V;126;3612;5154;26078201;E.ON Energie, a.s.;Byty - vyúčtování el. energie 732, 726,730, 731, 301,  2.2.-31.12.2016;-1199.97
6.3.2017;KDF;;V;126;3612;5169;26930498;Realitní kancelář PAMEX,;Byty - kontrola a obsluha plynové kotelny Školní 448 za 1/2017;21
6.3.2017;KDF;;V;126;3612;5169;26930498;Realitní kancelář PAMEX,;Byty - obsluha a kontrola výměníkových stanic v byt. domech za 1/2017;4562
6.3.2017;KDF;;V;126;3612;5169;63469626;VERTIK, s.r.o.;19 - paušální servis výtahů za I. čtvrtletí 2017 - Tyršova 730;4968.6
6.3.2017;KDF;;V;200;6399;5362;12706248;Mucha František;Byty - fakturace vypouštění vody a UT Tyršova (bývalá MŠ);-336
6.3.2017;KDF;;V;200;6399;5362;63469626;VERTIK, s.r.o.;19 - paušální servis výtahů za I. čtvrtletí 2017 - Tyršova 730;-4968.6
6.3.2017;KDF;;V;219;3612;5189;26263980;Společenství vlastníků;Byty - zálohy spojené s bydlením za byt v privatiz. domě za 2/2017 - Drobného 1308-9;2450
6.3.2017;KDF;;V;219;3612;5189;29271967;Společenství vlastníků Pu;Byty - zálohy spojené s bydlením za byt v privatiz. domě za 2/2017 - Purkyňova 876;3034
6.3.2017;KDF;;V;219;3612;5189;29286735;Společenství vlastníků domu Kř;Byty - zálohy spojené s bydlením za byty v privatiz. domě za 2/2017 - Křičkova 1010,1011;15474
6.3.2017;KDF;;V;219;3612;5199;26263980;Společenství vlastníků;Byty - zálohy spojené s bydlením za byt v privatiz. domě za 2/2017 - Drobného 1308-9;1215
6.3.2017;KDF;;V;219;3612;5199;29271967;Společenství vlastníků Pu;Byty - zálohy spojené s bydlením za byt v privatiz. domě za 2/2017 - Purkyňova 876;1662
6.3.2017;KDF;;V;219;3612;5199;29286735;Společenství vlastníků domu Kř;Byty - zálohy spojené s bydlením za byty v privatiz. domě za 2/2017 - Křičkova 1010,1011;10171
6.3.2017;KDF;;V;273;3412;6121;3536092;Ing. arch. Martin Švéda;40 - investice - autorský dozor stavby Zřízení víceúčelové tělocvičny v budově Městských lázní;4700
6.3.2017;KDF;;V;299;3613;5153;26078201;E.ON Energie, a.s.;Byty - vyúčtování za zemní plyn 27.8.-31.12.2016;-2617.3
6.3.2017;KDF;;V;299;3613;5169;26930498;Realitní kancelář PAMEX,;Byty - kontrola a obsluha plynové kotelny Školní 448 za 1/2017;409
6.3.2017;KDF;;V;299;3613;5169;26930498;Realitní kancelář PAMEX,;Byty - kontrola a obsluha plynové kotelny v objektu polikliniky, Vratislavovo nám. 12 a 449 za 1/2017;4147
6.3.2017;KDF;;V;299;3613;5171;12706248;Mucha František;Byty - fakturace vypouštění vody a UT Tyršova (bývalá MŠ);336
6.3.2017;KDF;;P;122;3613;2324;26078201;E.ON Energie, a.s.;Byty - vyúčtování za zemní plyn 2.8.-31.12.2016;98
6.3.2017;KDF;;P;122;3613;2324;26078201;E.ON Energie, a.s.;Byty - vyúčtování za zemní plyn 27.8.-31.12.2016;4387.6
6.3.2017;KDF;;P;219;3612;2324;26078201;E.ON Energie, a.s.;Byty - vyúčtování el. energie 732, 726,730, 731, 301,  2.2.-31.12.2016;2817.97
6.3.2017;KDF;;P;219;3612;2324;26078201;E.ON Energie, a.s.;Byty - vyúčtování za obd. 16.2.2016 - 31.12.2016 - osvětlení Tyršova 727;2717
6.3.2017;KDF;;P;299;3613;2324;26078201;E.ON Energie, a.s.;Byty - vyúčtování za zemní plyn 27.8.-31.12.2016;92139.7
6.3.2017;KOF;;V;208;6171;5169;;;;1160
6.3.2017;KOF;;P;9124;6171;2133;;;;1452
6.3.2017;POK;;V;0;6171;5182;;;;-4172
6.3.2017;POK;;V;114;6171;5173;;;;206
6.3.2017;POK;;V;124;6171;5139;;;;78
6.3.2017;POK;;V;124;6171;5361;;;;1000
6.3.2017;POK;;V;138;3639;5134;;;;1389
6.3.2017;POK;;V;147;3639;5134;;;;1499
6.3.2017;POK;;P;0;0;1341;;;;5167
6.3.2017;POK;;P;0;0;1353;;;;2100
6.3.2017;POK;;P;0;6171;2328;;;;-22700
6.3.2017;POK;;P;0;6171;2329;;;;-69427
6.3.2017;POK;;P;10;0;1361;;;;5500
6.3.2017;POK;;P;11;0;1361;;;;1000
6.3.2017;POK;;P;12;0;1361;;;;500
6.3.2017;POK;;P;16;0;1361;;;;100
6.3.2017;POK;;P;17;0;1361;;;;4300
6.3.2017;POK;;P;18;0;1361;;;;250
6.3.2017;POK;;P;21;0;1361;;;;13865
6.3.2017;POK;;P;24;0;1361;;;;180
6.3.2017;POK;;P;124;2299;2212;;;;500
6.3.2017;POK;;P;124;6171;2212;;;;200
6.3.2017;POK;;P;124;6171;2324;;;;1850
6.3.2017;POK;;P;126;3612;2111;;;;1087
6.3.2017;POK;;P;126;3612;2132;;;;19508
6.3.2017;POK;;P;135;0;1343;;;;2400
6.3.2017;POK;;P;141;0;1340;;;;32360
6.3.2017;POK;;P;246;6171;2328;;;;540
6.3.2017;POK;;P;298;3639;2131;;;;600
6.3.2017;POK;;P;360;6171;2119;;;;120
6.3.2017;POU;;V;177;3419;5222;43378480;SPORTOVNÍ KLUB NOVÉ MĚSTO NA M;16 - neinv. dotace poskytnutá jako veřejná podpora za účelem realizace projektu úhrady nákladů souvisejících s údržbou a provozem areálu Vysočina Areny a dalších prací ....., ZM 12.12.2017;720000
6.3.2017;POU;;V;177;3419;5222;43378480;SPORTOVNÍ KLUB NOVÉ MĚSTO NA M;16 - příspěvky 2017 - dotace za účelem podpory sportovní činnosti zejména dětí a mládeže, ZM 12.12.2016;177000
6.3.2017;POU;;V;177;3419;5222;43378480;SPORTOVNÍ KLUB NOVÉ MĚSTO NA M;16 - příspěvky 2017 - dotace za účelem realizace projektu Pořádání soutěží pro děti a mládež (párkové závody a běh Ochozou, ZM 12.12.2016;17000
6.3.2017;POU;;V;177;3419;5222;43378480;SPORTOVNÍ KLUB NOVÉ MĚSTO NA M;16 - příspěvky 2017 - dotace za účelem realizace projektu Údržba a oprava skokanských můstků, ZM 12.12.2016;70000
6.3.2017;POU;;V;177;3419;5222;43378498;TJ Nové Město na Moravě z.s.;16 - příspěvky 2017 - dotace za účelem podpory sportovní činnosti, zejména dětí a mládeže, ZM 12.12.2016;280000
6.3.2017;POU;;V;177;3429;5221;25557475;Chaloupky o.p.s., školská zaří;16 - příspěvky 2017 - dotace za účelem realizace projektu Příroda aktivně a pasivně, ZM 12.12.2016;7000
6.3.2017;POU;;V;177;3429;5223;43378854;Farní sbor Českobratrské;16 - příspěvky 2017 - dotace za účelem úhrady energií, cestovného, nákladů administrativních prací, nákupu materiálu na rukodělně, pohybové. výtvarné a divadelní aktivity a další, RM 5.12.2016;25000
6.3.2017;POU;;V;177;3429;5493;;;16 - neinv. dotace poskytnutá jako veřejná podpora za účelem realizace projektu Koruna Světa Expedice 2017 Austrálie a Antarktida, ZM 12.12.2017;50000
6.3.2017;UCT;;P;0;0;1382;;;;162074.25
6.3.2017;UCT;;P;0;6171;2328;;;;1940
6.3.2017;UCT;;P;21;0;1361;;;;500
6.3.2017;UCT;;P;124;0;4112;;;;1353900
6.3.2017;UCT;;P;132;0;2420;;;;15718.3
6.3.2017;UCT;;P;137;3632;2111;;;;900
7.3.2017;DDP;;P;126;3612;2111;;;;7255
7.3.2017;DDP;;P;126;3612;2132;;;;7620
7.3.2017;DDP;;P;141;0;1340;;;;4240
7.3.2017;KDF;;V;126;3612;5171;25506722;Pamex;Byty - havarijní služba ze dne 20.2.2017 - radiátor - Tyršova 730/25;690
7.3.2017;KDF;;V;126;3612;5171;25506722;Pamex;Byty - oprava ÚT - teče ze stropu - Křenkova 732/32;10328.15
7.3.2017;KDF;;V;200;6399;5362;25506722;Pamex;Byty - havarijní služba ze dne 20.2.2017 - radiátor - Tyršova 730/25;-90
